"SiteID_WQX","SiteName_WQX","Parameter","SiteID"
"ARDEQH2O_WQX-ATH014A","Pike County Poultry Well 014A","Alkalinity, total","ATH014A"
"ARDEQH2O_WQX-ATH014A","Pike County Poultry Well 014A","Hardness, Ca, Mg","ATH014A"
"ARDEQH2O_WQX-ATH014A","Pike County Poultry Well 014A","pH","ATH014A"
"ARDEQH2O_WQX-ATH014A","Pike County Poultry Well 014A","Total dissolved solids","ATH014A"
"ARDEQH2O_WQX-ATH014A","Pike County Poultry Well 014A","Total suspended solids","ATH014A"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Calcium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Magnesium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Potassium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Sodium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Chloride","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Fluoride","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Silicon","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Sulfate","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Aluminum","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Barium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Beryllium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Cadmium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Chromium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Cobalt","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Copper","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Iron","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Lead","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Manganese","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Nickel","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Vanadium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Zinc","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Arsenic","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Boron","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Selenium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Alkalinity, total","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Hardness, Ca, Mg","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","pH","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Total dissolved solids","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Total suspended solids","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Bromide","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Silver","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Thallium","BNE037"
"ARDEQH2O_WQX-BNE037","Boone County Domestic Well 037","Antimony","BNE037"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Calcium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Magnesium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Potassium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Sodium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Chloride","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Fluoride","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Sulfate","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Aluminum","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Barium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Beryllium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Cadmium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Chromium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Cobalt","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Copper","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Iron","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Lead","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Manganese","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Nickel","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Vanadium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Zinc","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Arsenic","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Boron","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Selenium","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Alkalinity, total","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","pH","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Total dissolved solids","MON060"
"ARDEQH2O_WQX-MON060","Monroe County Aquaculture Well 060","Total suspended solids","MON060"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Calcium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Magnesium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Potassium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Sodium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Bromide","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Chloride","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Fluoride","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Silicon","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Sulfate","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Aluminum","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Barium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Beryllium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Cadmium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Chromium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Cobalt","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Copper","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Iron","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Lead","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Manganese","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Nickel","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Vanadium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Zinc","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Arsenic","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Boron","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Selenium","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Alkalinity, total","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Hardness, Ca, Mg","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","pH","ATH002"
"ARDEQH2O_WQX-ATH002","Pike County Domestic Well 002","Total dissolved solids","ATH002"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","pH","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Calcium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Sodium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Chloride","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Sulfate","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Barium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Cadmium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Chromium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Copper","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Iron","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Lead","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Arsenic","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Selenium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Alkalinity, total","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Hardness, Ca, Mg","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Manganese","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Vanadium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Zinc","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Total dissolved solids","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Magnesium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Potassium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Bromide","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Fluoride","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Silicon","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Aluminum","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Beryllium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Cobalt","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Nickel","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Boron","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Total suspended solids","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Silver","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Thallium","JEF003"
"ARDEQH2O_WQX-JEF003","Jefferson County Industrial Well 003","Antimony","JEF003"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Calcium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Magnesium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Potassium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Sodium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Bromide","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Chloride","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Fluoride","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Silicon","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Sulfate","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Aluminum","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Barium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Beryllium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Cadmium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Chromium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Cobalt","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Copper","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Iron","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Lead","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Manganese","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Nickel","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Silver","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Thallium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Vanadium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Zinc","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Antimony","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Arsenic","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Boron","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Selenium","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Alkalinity, total","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Hardness, Ca, Mg","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","pH","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Total dissolved solids","FSH037"
"ARDEQH2O_WQX-FSH037","Cleburne County Park Spring 037","Total suspended solids","FSH037"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Calcium","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Bromide","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Chloride","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Sulfate","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Cadmium","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Chromium","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Iron","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Lead","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Arsenic","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Alkalinity, total","UNI055"
"ARDEQH2O_WQX-UNI055","Union County Domestic Well 055","Hardness, Ca, Mg","UNI055"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Calcium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Magnesium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Potassium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Sodium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Bromide","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Chloride","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Fluoride","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Sulfate","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Aluminum","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Barium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Beryllium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Cadmium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Chromium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Cobalt","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Copper","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Iron","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Lead","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Manganese","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Nickel","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Vanadium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Zinc","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Arsenic","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Boron","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Selenium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Alkalinity, total","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Hardness, Ca, Mg","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","pH","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Total dissolved solids","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Silicon","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Silver","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Thallium","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Antimony","MON911"
"ARDEQH2O_WQX-MON911","Monroe County Irrigation Well 911","Total suspended solids","MON911"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Chloride","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Sulfate","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Alkalinity, total","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Hardness, Ca, Mg","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","pH","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Total dissolved solids","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Calcium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Magnesium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Potassium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Sodium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Fluoride","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Silicon","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Aluminum","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Barium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Beryllium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Cadmium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Chromium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Cobalt","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Copper","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Iron","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Lead","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Manganese","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Nickel","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Vanadium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Zinc","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Arsenic","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Boron","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Selenium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Total suspended solids","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Bromide","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Silver","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Thallium","SPT017"
"ARDEQH2O_WQX-SPT017","Ouachita County Domestic Well 017","Antimony","SPT017"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Calcium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Magnesium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Potassium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Sodium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Chloride","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Fluoride","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Sulfate","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Aluminum","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Barium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Beryllium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Cadmium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Chromium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Cobalt","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Copper","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Iron","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Lead","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Manganese","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Nickel","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Vanadium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Zinc","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Arsenic","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Boron","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Selenium","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Alkalinity, total","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Hardness, Ca, Mg","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","pH","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Total dissolved solids","MON314"
"ARDEQH2O_WQX-MON314","Monroe County Aquaculture Well 314","Total suspended solids","MON314"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Calcium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Magnesium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Potassium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Sodium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Bromide","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Chloride","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Fluoride","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Silicon","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Sulfate","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Aluminum","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Barium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Beryllium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Cadmium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Chromium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Cobalt","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Copper","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Iron","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Lead","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Manganese","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Nickel","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Silver","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Thallium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Vanadium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Zinc","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Antimony","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Arsenic","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Boron","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Selenium","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Alkalinity, total","FUL011A"
"ARDEQH2O_WQX-FUL011A","Fulton County Domestic Well 011A","Hardness, Ca, Mg","FUL011A"
